3264	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3264/comments
3263	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3263/comments
3262	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3262/comments
3261	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3261/comments
3260	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3260/comments
3259	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3259/comments
3257	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3257/comments
3255	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3255/comments
3254	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3254/comments
3253	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3253/comments
3242	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3242/comments
3239	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3239/comments
3234	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3234/comments
3229	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3229/comments
3207	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3207/comments
3178	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3178/comments
3157	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3157/comments
3147	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3147/comments
3088	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3088/comments
3025	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3025/comments
3005	open	https://api.github.com/repos/bitcoin/bitcoin/issues/3005/comments
2975	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2975/comments
2966	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2966/comments
2964	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2964/comments
2910	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2910/comments
2906	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2906/comments
2900	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2900/comments
2861	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2861/comments
2844	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2844/comments
2841	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2841/comments
2839	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2839/comments
2834	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2834/comments
2784	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2784/comments
2612	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2612/comments
2575	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2575/comments
2412	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2412/comments
2407	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2407/comments
2342	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2342/comments
2340	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2340/comments
2124	open	https://api.github.com/repos/bitcoin/bitcoin/issues/2124/comments
1816	open	https://api.github.com/repos/bitcoin/bitcoin/issues/1816/comments
1674	open	https://api.github.com/repos/bitcoin/bitcoin/issues/1674/comments
1647	open	https://api.github.com/repos/bitcoin/bitcoin/issues/1647/comments
1583	open	https://api.github.com/repos/bitcoin/bitcoin/issues/1583/comments
